sample,R,H,v0,th(rad),det(Jy),invertible,cond(Jy),||Jy^{-1}||_2,||-Jy^{-1}Jx||_2
238,2.1713565698643285,0.17923840606153116,5.981023118734326,0.3189161502890545,1.0,True,1.0,1.0,6.002855903767809
239,7.287096535376315,5.5751560717586255,11.002919822115421,1.2549675360922725,1.0,True,1.0,1.0,20.281030776379406
240,53.138139516870226,129.22762949830994,50.6185738185505,1.4683566735570623,1.0,True,1.0,1.0,512.1408702818102
241,240.0424831919011,70.20769693337161,48.8249398578839,0.8635462273618021,1.0,True,1.0,1.0,141.90252900582908
242,18.859276245293895,14.619672460767855,17.795240808153853,1.2588288192164079,1.0,True,1.0,1.0,53.268650168656194
243,23.858762014924956,58.98476893510783,34.192327482947945,1.4700163583055987,1.0,True,1.0,1.0,233.83408789220655
244,80.81418960817801,5.9185238860724185,38.3308701385006,0.28497161962468603,1.0,True,1.0,1.0,255.44551383443124
245,280.4291688940011,60.6424732749208,52.725642457680614,0.7131354073124814,1.0,True,1.0,1.0,162.41052011096775
246,141.89035582499002,26.15820771788349,38.17089365362991,0.6354013781947249,1.0,True,1.0,1.0,113.06202599260563
247,30.300744051992012,1.5279679014427547,27.691436310052417,0.1990363476788189,1.0,True,1.0,1.0,144.9204367180228
248,50.45257193005329,27.583082639094787,25.580122387395047,1.1419063389937958,1.0,True,1.0,1.0,90.89071169607632
249,80.95023122339798,16.80292981683345,28.423514750543042,0.6929362428299317,1.0,True,1.0,1.0,50.73996914946976
250,169.53210084875283,38.89974294184011,40.85620640689858,0.7425704841927765,1.0,True,1.0,1.0,89.73993312031315
251,158.82503260502529,12.180230438614814,52.711984746377865,0.2976456215446954,1.0,True,1.0,1.0,475.74512530100645
252,57.53434650417072,5.086188116649074,29.964328514196485,0.3398877254828679,1.0,True,1.0,1.0,145.28861875423814
253,14.877595388871311,16.872266311051916,18.631175962324697,1.3538220516711192,1.0,True,1.0,1.0,64.653545929289
254,9.753363430054774,0.3675424489554576,18.016429964866965,0.14960835144908163,1.0,True,1.0,1.0,63.432353108825644
255,158.62045863306648,17.348127344055662,46.03078541338955,0.41238958604449194,1.0,True,1.0,1.0,303.80404429623826
256,212.3153521346541,28.657427787329443,49.91128198831507,0.4950582166123729,1.0,True,1.0,1.0,298.2733871987905
257,11.864101348101613,2.8859257759683414,10.790294391976872,0.7717113506070921,1.0,True,1.0,1.0,6.024179438195185
258,7.424407207798609,2.3685033571990135,8.660737132534798,0.9060983947225956,1.0,True,1.0,1.0,5.279602917814325
259,144.8090739760261,35.53019021111738,37.69385150660485,0.7760292022539124,1.0,True,1.0,1.0,72.64959164264967
260,6.899688242158526,0.35813190670789724,13.039528430598406,0.204713625754449,1.0,True,1.0,1.0,32.00350935359203
261,195.0452646337574,22.215025152138008,50.35653047509877,0.42749041085765344,1.0,True,1.0,1.0,353.08081463048103
262,28.493385512496584,22.574604403679828,22.068407065824093,1.265138050254685,1.0,True,1.0,1.0,82.57521877477228
263,15.758132154122087,5.8421585275522165,12.912956313412845,0.977508230348601,1.0,True,1.0,1.0,15.068474051380155
264,288.73683897003013,110.86533151746909,55.65337598680976,0.9936495234826626,1.0,True,1.0,1.0,293.52144943144526
265,18.03055146537661,7.389411149095642,14.1042447504403,1.0230467396769525,1.0,True,1.0,1.0,20.715447723128044
266,32.300397501967325,18.164472100286385,20.659604528586456,1.152480027051298,1.0,True,1.0,1.0,60.547820671427026
267,6.092943397529061,0.25896741544580637,13.448736735563225,0.16840120894965235,1.0,True,1.0,1.0,34.94740587863825
268,12.235395168644216,2.0888488473978897,11.351953501594522,0.599148333199145,1.0,True,1.0,1.0,11.529632522736376
269,3.8484341580208667,1.0746319692895199,6.163140898504202,0.8405888746122643,1.0,True,1.0,1.0,2.117961692069763
270,5.9401277159588615,0.930710896594304,8.046747504034306,0.5598408632604791,1.0,True,1.0,1.0,6.630557992883832
271,12.435892339307252,9.895506903935708,14.605280901471899,1.266381406791188,1.0,True,1.0,1.0,36.24161423929972
272,6.412398355025548,1.526920617734836,7.936006294494646,0.7610647949562676,1.0,True,1.0,1.0,3.35584962950054
273,104.94417915038571,60.310580813242055,37.512909886103415,1.1604730352183907,1.0,True,1.0,1.0,202.55778952972966
274,101.80825357584884,84.09566192133242,42.43929897397285,1.2769045464123348,1.0,True,1.0,1.0,309.80763434532776
275,72.38956268660422,18.341174585719564,26.649675125761554,0.792088335614973,1.0,True,1.0,1.0,36.263181965199614
276,21.35728088393164,24.620802559009388,22.489510332362716,1.3572409725563142,1.0,True,1.0,1.0,94.47142831351991
277,106.10678242144552,33.91589964633363,32.748943036222656,0.9070461329720138,1.0,True,1.0,1.0,74.82562179199965
278,160.6946329879738,131.58233669903245,53.12527182290347,1.2744733473784866,1.0,True,1.0,1.0,484.0106187391502
279,246.9813618433113,38.95428582574226,51.81223947522133,0.5628209254044434,1.0,True,1.0,1.0,266.2180171748894
280,5.568652504301379,1.3875714520688316,7.391128410703557,0.7837463258923913,1.0,True,1.0,1.0,2.823435695414608
281,22.79405484346047,6.221644509263462,14.982412527808824,0.8292562503581545,1.0,True,1.0,1.0,12.083875035382007
282,14.924408181424914,0.8887622189240714,18.02096791074178,0.23384579781528936,1.0,True,1.0,1.0,59.59118451689248
283,34.285159775959784,6.431811322827942,18.71631667077165,0.6437507413212085,1.0,True,1.0,1.0,26.511086574426596
284,53.31501440572885,64.8579897296595,36.417795845852496,1.3681114816883853,1.0,True,1.0,1.0,249.9140621617247
285,74.08187489991367,26.913804145589715,27.894433413675575,0.9680744323674788,1.0,True,1.0,1.0,67.79236338601336
286,3.7629587404729063,0.3276099136971173,7.708976596017669,0.3351124071987423,1.0,True,1.0,1.0,9.728505423062515
287,59.91415777362717,9.39909897945117,25.54877761527644,0.5603981850257764,1.0,True,1.0,1.0,65.33175795307388
288,75.90292234173802,7.029970673320129,33.806412179470044,0.3547947326272862,1.0,True,1.0,1.0,180.84567132545132
289,2.761195573603581,0.08458500922519066,10.591954659704378,0.12192609304304389,1.0,True,1.0,1.0,22.24480398741128
290,97.02010235728125,127.1111689105128,50.84022045837079,1.3822455572358372,1.0,True,1.0,1.0,492.3383749763544
291,6.228535627909717,1.3467678886441405,7.857902655580734,0.7130819513716704,1.0,True,1.0,1.0,3.7843160456856157
292,273.29336977320247,38.81748617525416,55.86630279599341,0.5166664289278706,1.0,True,1.0,1.0,353.38694868544616
293,10.715986668420252,3.5394654167279205,10.451222786893151,0.9228982618614217,1.0,True,1.0,1.0,8.155868382029999
294,52.16607849606881,1.2753211448965796,51.3966223378764,0.09747937022422383,1.0,True,1.0,1.0,528.9998555277697
295,247.7670325461031,31.890843110604855,54.64592291601894,0.47545855488090544,1.0,True,1.0,1.0,374.85164418027136
296,298.0665186812201,135.7847243276523,58.8763874322626,1.0688863608519,1.0,True,1.0,1.0,407.8480003532649
297,228.90872932739455,83.89688749005926,49.111423415047646,0.9721760017737906,1.0,True,1.0,1.0,212.92471782258153
298,52.196090868140935,115.32565160196647,47.871264742423094,1.4581261746221144,1.0,True,1.0,1.0,456.14782149816335
299,156.57518677667713,55.138975349169264,40.336580179755124,0.9534492284928281,1.0,True,1.0,1.0,134.61041283580423
