y_block,x_block,invertible_rate,median_cond,p90_cond,median_gain,p90_gain,median_amp,p90_amp
"('R', 'H')","('v0', 'th')",1.0,1.0,1.0,1.0,1.0,112.00384107942494,381.45253886700385
"('H', 'v0')","('R', 'th')",1.0,5.477179162660953,10.596539200096,1.049309639308961,1.5527480957657256,70.91144912526363,298.4453017000036
"('R', 'v0')","('H', 'th')",1.0,22.811349677658875,65.73623113068948,4.1249156548395645,19.222648162204898,216.15839509035186,599.3799134655713
"('v0', 'th')","('R', 'H')",1.0,42.36318557888414,720.7053534794394,0.4056927074146283,8.809490665460823,0.4056927074146283,8.809490665460823
"('H', 'th')","('R', 'v0')",1.0,152.47262076989156,440.20754448042186,1.048826756045119,2.208879852540449,3.1036148401109607,13.567313234405765
"('R', 'th')","('H', 'v0')",1.0,384.7979431621685,2856.2236375388325,3.321716711062556,11.585774924669293,8.284747896842283,26.838223555003044
