v0_mps,theta_deg,R_m,H_m,g_mps2
47.567582670577984,67.31970836625032,164.1172392441011,98.17856770121813,9.81
29.138314186362877,15.764176673051766,45.25800980305511,3.1940421468970057,9.81
52.22288559512604,47.88544287581098,276.59612552469713,76.48967300468512,9.81
43.35524159826502,46.13782961523316,191.45714315151437,49.804125387188435,9.81
10.179754133820724,73.6057715298046,5.720515843035778,4.860969128878675,9.81
58.659229340021575,42.02394924748127,348.86391780409286,78.59565679767685,9.81
46.862683609469414,35.80715968802828,212.43734309270118,38.31375054388553,9.81
48.233536790232456,56.165061698968806,219.36921419507766,81.81448866916433,9.81
12.046249797155024,26.317065400067683,11.756542677414394,1.4537007310271552,9.81
29.771226584256194,16.181472876316548,48.36219292950466,3.5083897884978885,9.81
25.393891332791966,43.230181921899664,65.60851731394794,15.4188922026528,9.81
55.9720743866731,38.3511494875908,310.79254219516685,61.47499515419611,9.81
40.41258160443655,23.605595242309896,122.17403264421192,13.347682815216501,9.81
50.25188872989565,34.400944809210245,239.99826287072622,41.08401333388025,9.81
29.387780935503212,34.3113959860998,81.98000904578058,13.986716739328493,9.81
17.498129698162728,31.199645153003637,27.659539322849152,4.1877445773089645,9.81
35.502163285870914,35.35712637815432,121.2715296771725,21.51167165192702,9.81
8.509949085729643,59.85946763647563,6.4111892982066445,2.760467830878687,9.81
50.51971445959202,28.750117965702824,219.42347980735565,30.095107748324974,9.81
39.741541951713565,80.90863413722724,50.23919242114246,78.48917610348269,9.81
46.69482570469556,78.30784156305424,88.21571544827434,106.56784095742795,9.81
24.49892824714276,43.47283426400629,61.09529859690942,14.480561290073428,9.81
58.38839134171968,31.268896400375105,308.362771830824,46.814574716566916,9.81
54.12166167272087,47.83478318640025,297.1279695558787,82.02163385187544,9.81
47.811092339056906,72.88483910188997,131.0771732783476,106.41804931549899,9.81
15.705128931858216,57.20698724480816,22.89462235721171,8.883754042336282,9.81
30.66965520498688,69.35134623576619,63.28059895962444,41.9805508447235,9.81
7.409207118297583,47.617782085259215,5.572611601139654,1.5266483586650452,9.81
13.485922063715131,55.63341034140966,17.276758393742416,6.315914719369803,9.81
42.56769242833501,28.052449134596937,153.32065848612007,20.42553964576928,9.81
45.96191857492994,63.791452984823266,170.65185818209372,86.669953328226,9.81
58.21303528388155,21.192367450057468,232.8624321343801,22.57142487910508,9.81
22.920394697598358,60.58385030547986,45.822043568772564,20.316864627486538,9.81
25.375283831917788,73.85752546607152,35.05903980798431,30.281950565972704,9.81
30.825569620169436,15.568226984123514,50.08518572551402,3.4885250395889336,9.81
15.420924749635713,54.15037924335358,23.01499096734404,7.9632227296533475,9.81
12.145682793450941,12.607659858394769,6.406282437833684,0.3582182637259881,9.81
31.163770942426357,63.05725026171415,79.97546108308157,39.337290485971636,9.81
17.480014197798624,11.759457505881619,12.429218533781475,0.6468554081059523,9.81
41.83976970753807,79.87518581605008,61.762509005132756,86.466269677265,9.81
29.04335553797819,15.992634403024173,45.546555410503586,3.2634820539710567,9.81
50.79730078318106,81.71041967272643,75.05413163033604,128.78329489767845,9.81
43.5145806101237,69.07073408680773,128.80051780000773,84.19473586504556,9.81
22.180165276012257,52.49456035730833,48.442485097947994,15.77976675160172,9.81
50.77428907673606,67.60992837036375,185.1103922325267,112.33311451630907,9.81
49.2620396623241,68.60918711864687,168.01856280409652,107.23382038750829,9.81
26.311310846659595,80.68216502538642,22.550377587409184,34.359669008620216,9.81
20.858045716163424,25.270668307134976,34.24067949056278,4.041013627124887,9.81
42.537252718623655,52.20607162866473,178.6418216450066,57.58851233708356,9.81
12.68638659851204,12.603935805152098,6.987441496909651,0.39059554967992494,9.81
15.994951136130958,54.293256001929706,24.719145302887664,8.59794692914033,9.81
5.4049248363053035,18.703304327423105,1.8089782011484603,0.15310540524561198,9.81
48.280840762617615,50.19604891779535,233.72090182829785,70.12030177501762,9.81
41.566797112561765,50.79444112270798,172.5357950072967,52.87697130375091,9.81
43.78409582444843,42.27881223849819,194.53671484497343,44.22083311531863,9.81
47.94009670620824,46.81054204104982,233.80882122779386,62.268231697223165,9.81
30.240367654608697,66.11387120052703,69.02684573095121,38.967449472825614,9.81
36.28076577740916,68.93957732096533,89.99324998195246,58.42587052142609,9.81
12.68883489702116,44.37225724603433,16.408550340452482,4.013220717899228,9.81
11.29915404447854,52.96747532180898,12.514271422067347,4.1468499202902835,9.81
41.76216289847594,79.49889885520815,63.71909589327124,85.94015140439743,9.81
30.910291337872287,14.578687080089825,47.45188571828889,3.085360854954923,9.81
36.08798585646539,14.36828527200884,63.82717449091035,4.087594811002874,9.81
47.07493715788141,12.016720952861473,92.00102816222902,4.895871548646798,9.81
39.9095076000325,57.62906280324223,146.83909930896323,57.9102566469711,9.81
35.44686703618977,38.48866406323036,124.78745495449076,24.805029893893586,9.81
35.756393840997745,66.94571329134746,93.92165506934434,55.17099234029395,9.81
21.717255393443672,58.698513064687404,42.68499357072706,17.550094237693756,9.81
6.694980901236667,31.691020666259053,4.084829402951504,0.630489446022761,9.81
29.01945640777993,76.86932378892286,37.98304876045406,40.70686664160988,9.81
16.802157005074108,66.00257176565219,21.384515764785544,12.009052859086733,9.81
27.469075404854987,26.642795272814055,61.658151761074826,7.733431535106439,9.81
51.937169029749136,34.13536142176432,255.4329079102876,43.29277184241753,9.81
17.866671722593743,30.15519841634103,28.268243989414927,4.105733227877527,9.81
8.206650792898632,17.608931889999972,3.9591604839926156,0.3141497556301121,9.81
20.47611406120981,16.822669803375334,23.679657379013012,1.7898836220487588,9.81
21.1476566771676,79.89019707005953,15.756273284439814,22.09190979915973,9.81
41.40540830997923,40.03232297590026,172.14036186737323,36.15211984830865,9.81
35.63676837877031,35.66558582219279,122.64615198514953,22.00463627695448,9.81
48.11440150085274,63.374856694190235,189.08318094909325,94.29421992065575,9.81
41.53724471800631,49.23944522023199,173.9536331342323,50.45198475473391,9.81
27.35127737920388,79.89119894707697,26.35378455295581,36.95444588760359,9.81
49.77112115663191,67.42411951275137,179.02683309431848,107.64879239038976,9.81
14.183510594923716,43.349565129963224,20.472804991199933,4.831515169211245,9.81
6.249164022362326,35.10875787846609,3.7459088749014446,0.6583810851434277,9.81
9.952632342660296,83.93052359394576,2.123301305263271,4.992226384599519,9.81
44.729764282804766,62.42081888029148,167.38894289562307,80.11726935541068,9.81
30.403247663826306,81.0955728003073,28.818322665098012,45.98424324605422,9.81
13.869947846848099,14.478286177363309,9.494180795967184,0.6128809363382465,9.81
32.557462630684995,73.04269433526261,60.28824415170365,49.430197496245924,9.81
13.377165649224263,55.9659107192966,16.921291224817782,6.263669504830429,9.81
43.297620629275485,14.753734266809007,94.12346822440962,6.1968002483247435,9.81
29.538595156571688,52.060639997537656,86.25505306513156,27.660651229744513,9.81
25.956167435306536,59.88770920843591,59.610276927074956,25.695575311525733,9.81
21.58316490313321,5.984214871088227,9.847201446049114,0.2580599397634809,9.81
39.66554262153886,41.34543694733972,159.07956036349452,34.99462101382985,9.81
24.899693580436473,71.0319608957057,38.85439107480102,28.26153946284493,9.81
9.820745562385554,28.62872202752719,8.269368429954614,1.1284962880466352,9.81
11.490324616628342,41.68384654388409,13.36840008434119,2.9760127101528906,9.81
57.9043715502233,40.385130165431455,337.36050193717364,71.74133854353462,9.81
54.97193798891839,29.154191315399327,262.11113843343185,36.55351738786577,9.81
43.48389235959122,78.47535164124434,75.46491215744297,92.52671171124668,9.81
19.622847880273575,67.50352283452128,27.75151246371164,16.752432716195607,9.81
58.304700754124816,13.84707287968884,161.04936122422765,9.924460650527045,9.81
47.8312997181187,84.76277262700584,42.39770670502858,115.63563068760321,9.81
44.42896040374476,75.33600194461962,98.55748653353234,94.16070848355506,9.81
29.714882617908376,27.71267502912312,74.11110930574478,9.732529668529054,9.81
19.973285901483745,71.95172637287506,23.95820026907894,18.381229738331516,9.81
10.301502918442461,13.51356254971063,4.915664376812976,0.2953443332715734,9.81
54.64313180991129,84.92837843793909,53.60255261674486,150.99582456234592,9.81
30.06769594084861,58.25477888852295,82.46816810149967,33.32297970073816,9.81
16.129985063737667,57.01000124470376,24.224875292260567,9.329323954501112,9.81
21.827614328285886,12.23525815873062,20.11776693385843,1.090643873494793,9.81
36.857076291804276,76.76267191173002,61.73261597479475,65.60729730877792,9.81
14.722503061657743,7.319960256357554,5.584372353024801,0.1793380127363215,9.81
52.11378562508065,24.266244643291763,207.44841993816084,23.379864911252994,9.81
46.71857414093655,16.4417500133308,120.79698612543805,8.912038331780373,9.81
44.57046257730153,67.14143525537749,144.97013736797078,85.97148921771107,9.81
28.765117187630704,20.85633817703183,56.123295634765064,5.3456030147506315,9.81
39.50198623863437,77.85105817047082,65.45130689098468,76.00893504348929,9.81
37.125388290200455,57.50152314619921,127.33211278333206,49.970776681574414,9.81
40.7415630855151,7.893016839575697,46.030767594800984,1.595394678661037,9.81
9.6444376626939,5.434386730296037,1.7878658924943458,0.042521435813646466,9.81
27.86940711938353,9.132633361151914,24.81468631462069,0.9972915367521038,9.81
7.288779562404086,53.474014211818215,5.180327104656769,1.7485434841989136,9.81
32.16949505844854,69.11854486875322,70.26291351263438,46.044808834665425,9.81
23.14236667830319,24.08422565019108,40.67862547468716,4.545747453477101,9.81
12.94883038763258,72.95270743384583,9.581086266372791,7.811513680176095,9.81
10.68716322474034,9.57855521226083,3.820683197376575,0.1611873406302487,9.81
37.32045146977416,69.0771082913341,94.7183019822103,61.93641477656119,9.81
14.382613269528736,79.22363441378243,7.7463185038285,10.174706459842056,9.81
55.88160651072385,66.76867192835044,230.76087375468452,134.3983647194805,9.81
36.95836268352173,60.84966271829097,118.4657337137195,53.100393176358715,9.81
24.077839249416037,72.03841749243065,34.67224509350273,26.738539789860837,9.81
37.500352031477924,8.212103963765314,40.532118419750326,1.4623770334944082,9.81
6.254212906633363,21.14256885752443,2.682721669269997,0.25936668513395206,9.81
57.72075672827949,14.993894344451446,169.74800189306035,11.366113213903963,9.81
31.52668903185951,45.362479215438924,101.31014882871023,25.65004895452573,9.81
48.05043749876574,64.61505026630756,182.3098350452915,96.05101237382031,9.81
9.55014999573412,55.400947566111896,8.69113615305083,3.1497412116429073,9.81
31.76620819609882,73.0904879809548,57.250951787943464,47.08066553638619,9.81
31.98888468949865,17.41703939528727,59.58251271482843,4.672872278465152,9.81
56.580455023624054,63.76968735481292,258.7625028086827,131.29332171677336,9.81
36.44504288068414,20.44331926951233,88.62584547783034,8.258988068004918,9.81
31.04191705813246,26.66070010542402,78.77742510349243,9.888309428609213,9.81
19.683661470054147,61.79237578250431,32.90208910267495,15.33563381576387,9.81
23.23629485384037,83.41638279189455,12.53739109528633,27.157385235206448,9.81
33.63698213593457,53.92348847816557,109.78589038912938,37.67093837407005,9.81
29.14013031677757,9.360025199303648,27.780741426751305,1.1447901539297605,9.81
6.188664393418174,54.30471759420263,3.70001096142227,1.2875012181075176,9.81
50.44605583068968,8.388044126413368,74.87386858049238,2.7601117248989415,9.81
54.28884245118717,75.73165690934538,143.5247569073472,141.09317358359792,9.81
12.713699894923593,61.76626280804966,13.734669462712453,6.394718357588637,9.81
35.47198789464772,18.85022771380026,78.43721756785563,6.6947399490457595,9.81
10.971665762449394,12.337680465935845,5.122807125137972,0.2801205643843904,9.81
41.97320511718964,19.682658310425516,113.90541866850258,10.186288281923677,9.81
20.467858111145457,83.4021743643354,9.748502270037143,21.070464215220554,9.81
41.2682449080546,41.684851396679186,172.44420617265828,38.39010416667756,9.81
44.98470378577854,67.72647586731264,144.70552861385707,88.32336432132968,9.81
47.275612055471136,55.91266736862215,211.4967676284198,78.13205851069505,9.81
10.925752027574312,50.79305199669099,11.920461870154046,3.653078024822561,9.81
55.38065148256844,16.610420373203976,171.28632545805687,12.774148379581575,9.81
17.661769499218444,80.68195628464761,10.161238754589558,15.48217266261142,9.81
7.057690589689888,29.107410601177435,4.316084643805566,0.6007582819035042,9.81
35.516885816531584,51.24137726460337,125.54841168372427,39.0954652135484,9.81
25.40072561243413,60.98207556712529,55.79732769574338,25.146704758872218,9.81
50.63843587228273,56.93865241962471,239.0201951371111,91.79937005949871,9.81
49.453830963536596,80.24755277564148,83.2397716564476,121.0757494455426,9.81
22.442639105249345,16.87511919360464,28.52466265168959,2.1632316543402377,9.81
57.40946672883597,45.66821907575537,335.8766900930908,85.9509770206234,9.81
21.000481097706523,37.32275125926128,43.35152187274606,8.263055519663162,9.81
33.3281421077443,42.93349835860945,112.93337801058661,26.266820230061295,9.81
19.078079981218153,14.53740209581957,18.029882046208325,1.1688508949065868,9.81
56.48239635269298,15.727568789821227,169.7019845924363,11.947298726684137,9.81
14.053429967010999,27.24604366250059,16.388488695523815,2.109798636559766,9.81
7.470084066578094,29.376368300866503,4.863130290845045,0.6843977649954381,9.81
28.930338300167087,39.232257094508,83.59415511155055,17.064033259209786,9.81
59.580656023071036,53.87900376293026,344.61929681095955,118.05685498123292,9.81
54.042249644020266,55.77032939346104,276.9199269713561,101.75543699819565,9.81
46.173441070132206,37.94487172684562,210.77076355052938,41.08645676593866,9.81
53.99358699831887,37.702648754295765,287.5879382073145,55.573613858660096,9.81
54.13956518338247,22.410282135756958,210.611050356957,21.712957645371294,9.81
33.5372098212547,52.06449987272066,111.18443776856401,35.660070494307504,9.81
22.376097850693615,30.36327290537903,44.52085914732237,6.5204714606801915,9.81
47.46068376610434,7.884786742189096,62.40210753979888,2.16053011669495,9.81
41.391369474226856,38.47200353254883,170.12820251509424,33.79760195971858,9.81
25.551175088054055,42.93061400721363,66.37716568385402,15.436898438449376,9.81
10.19566674338334,23.04742945633688,7.634657249330692,0.8120452629923942,9.81
46.07342862419643,50.79663464976925,211.9728942906526,64.96832014481562,9.81
19.435328375757557,50.26175203455367,37.857141950664236,11.384315254135595,9.81
56.52472327935786,61.16017448882971,275.23369170265323,124.95623950187385,9.81
18.253381625312663,56.8358785760968,31.106205957177952,11.900073557428106,9.81
11.75168628263173,57.19464452168253,12.821408428203437,4.972712034345891,9.81
50.711196966869835,30.29713214592345,228.36995538910665,33.358323422420824,9.81
13.430637414347173,67.99457775887632,12.77557980954203,7.903014009990656,9.81
14.85975694867565,48.93155068797435,22.297273023986623,6.397068629437459,9.81
37.966053533646395,39.513455614391205,144.24742902882622,29.741327672359912,9.81
53.100912246060545,55.08099847528457,269.8185979988366,96.62566661876345,9.81
15.803906614301528,33.852586756020344,23.55679318332971,3.9503069665243413,9.81
22.06780200950521,46.01913956854066,49.61057719888531,12.85190292444671,9.81
47.75726610326477,63.93645507857762,183.52404141799184,93.80581896598139,9.81
58.4504534333532,75.91223093789662,164.4406755013331,163.81443774327462,9.81
32.540765241128824,78.68457578361533,41.53487639073068,51.89273089122286,9.81
12.914362640318792,45.290634014647935,17.000222200456857,4.293392738170164,9.81
5.766495823951085,46.622009179245524,3.384219142169013,0.8953665538696419,9.81
17.631081649937038,68.98963286110691,21.211641816621576,13.807086322568667,9.81
12.250221978258658,30.156055339536103,13.289444827823381,1.930250566139323,9.81
42.27122704870716,71.99058898760549,107.11139754289817,82.36770940839415,9.81
11.700787754569212,44.531331721393876,13.95414002219788,3.431925726718947,9.81
32.84814623913482,14.268537946821471,52.545172211213696,3.340718163675772,9.81
43.18443396035875,10.764731765835496,69.76336437450769,3.315893360143199,9.81
36.96141350714963,72.35945688315705,80.43525306033415,63.23572383777078,9.81
15.98766084130317,9.445433352550232,8.435928568160696,0.35085813029103113,9.81
49.226848940024446,27.44891489069247,202.095335456036,26.243815155383402,9.81
44.34739212886909,31.730403240123664,179.353601399095,27.725639841820733,9.81
45.644120215354796,18.839555615327505,129.81097182065614,11.072821826364667,9.81
12.20817633565223,30.11146958415914,13.18664971020782,1.911890158920221,9.81
11.806459200768954,64.41540533800685,11.068997567147724,5.779682527130995,9.81
56.01594030535792,6.1746274848056615,68.40763908513314,1.850199623793207,9.81
26.866800660371734,71.17387396165492,44.94794976090482,32.95916273603043,9.81
21.552178047951685,73.52384188596466,25.755205438449504,21.770291220490247,9.81
31.872122494334334,34.78092585532386,97.03213546114404,16.847798901559305,9.81
41.457531701997034,17.289031924850782,99.43186755734695,7.737174657318068,9.81
57.559279137583346,53.06723263560647,324.4216046221229,107.89368585495644,9.81
20.754542478513024,14.573804469191547,21.38655865669692,1.390085294415867,9.81
55.864463612161494,34.1935488862602,295.7618024586513,50.23770905674854,9.81
6.367272026244097,81.67433447207779,1.1842226938016744,2.0230433565838375,9.81
35.53589232797536,84.63715780669096,23.956774078335652,63.80064997856459,9.81
39.868631142459684,66.76839130836684,117.4602986246051,68.40959859025115,9.81
10.824357206291431,29.8769207936613,10.317708515646158,1.481854135470508,9.81
12.718677838515195,60.0132039332874,14.276768893793614,6.185313698355423,9.81
28.05128756239671,61.43250923872102,67.37374990459163,30.93479954925227,9.81
58.142755167874995,36.02733561309198,327.8407703960408,59.60733018852303,9.81
37.7823404278905,56.271090766892755,134.3975889005806,50.325143962271284,9.81
56.31627718801162,5.858211598054099,65.65084137869327,1.6839911665549387,9.81
49.23985035871339,21.724612688179317,169.96939240685342,16.930906901916813,9.81
30.705988085541033,47.007064237380895,95.87611656564212,25.70999139717329,9.81
48.16198970887031,18.10010434066367,139.6495707826948,11.411199247058834,9.81
5.981023118734326,18.27254943012269,2.1713565698643285,0.17923840606153116,9.81
11.002919822115421,71.90434324401903,7.287096535376315,5.5751560717586255,9.81
50.6185738185505,84.13064021468844,53.138139516870226,129.22762949830994,9.81
48.8249398578839,49.47755424227587,240.0424831919011,70.20769693337161,9.81
17.795240808153853,72.12557847053708,18.859276245293895,14.619672460767855,9.81
34.192327482947945,84.2257331461018,23.858762014924956,58.98476893510783,9.81
38.3308701385006,16.327671085501976,80.81418960817801,5.9185238860724185,9.81
52.725642457680614,40.85964906034809,280.4291688940011,60.6424732749208,9.81
38.17089365362991,36.40581726735359,141.89035582499002,26.15820771788349,9.81
27.691436310052417,11.403942691694802,30.300744051992012,1.5279679014427547,9.81
25.580122387395047,65.42641382357957,50.45257193005329,27.583082639094787,9.81
28.423514750543042,39.70232218580744,80.95023122339798,16.80292981683345,9.81
40.85620640689858,42.5461547352321,169.53210084875283,38.89974294184011,9.81
52.711984746377865,17.053837905059215,158.82503260502529,12.180230438614814,9.81
29.964328514196485,19.47413217846945,57.53434650417072,5.086188116649074,9.81
18.631175962324697,77.5682897724972,14.877595388871311,16.872266311051916,9.81
18.016429964866965,8.57192711794231,9.753363430054774,0.3675424489554576,9.81
46.03078541338955,23.6281827954965,158.62045863306648,17.348127344055662,9.81
49.91128198831507,28.364746425162267,212.3153521346541,28.657427787329443,9.81
10.790294391976872,44.215803392126915,11.864101348101613,2.8859257759683414,9.81
8.660737132534798,51.91561384118367,7.424407207798609,2.3685033571990135,9.81
37.69385150660485,44.46319806805333,144.8090739760261,35.53019021111738,9.81
13.039528430598406,11.729226764550562,6.899688242158526,0.35813190670789724,9.81
50.35653047509877,24.493396324457084,195.0452646337574,22.215025152138008,9.81
22.068407065824093,72.4870707810033,28.493385512496584,22.574604403679828,9.81
12.912956313412845,56.00709603827673,15.758132154122087,5.8421585275522165,9.81
55.65337598680976,56.93192401074195,288.73683897003013,110.86533151746909,9.81
14.1042447504403,58.6162604281084,18.03055146537661,7.389411149095642,9.81
20.659604528586456,66.03224152316233,32.300397501967325,18.164472100286385,9.81
13.448736735563225,9.648678537715787,6.092943397529061,0.25896741544580637,9.81
11.351953501594522,34.32867079460899,12.235395168644216,2.0888488473978897,9.81
6.163140898504202,48.162194820934296,3.8484341580208667,1.0746319692895199,9.81
8.046747504034306,32.07651866378608,5.9401277159588615,0.930710896594304,9.81
14.605280901471899,72.55830986297492,12.435892339307252,9.895506903935708,9.81
7.936006294494646,43.605800686983514,6.412398355025548,1.526920617734836,9.81
37.512909886103415,66.49020715675033,104.94417915038571,60.310580813242055,9.81
42.43929897397285,73.16124135049353,101.80825357584884,84.09566192133242,9.81
26.649675125761554,45.383318632279845,72.38956268660422,18.341174585719564,9.81
22.489510332362716,77.76417950970799,21.35728088393164,24.620802559009388,9.81
32.748943036222656,51.96991524295845,106.10678242144552,33.91589964633363,9.81
53.12527182290347,73.02194390669774,160.6946329879738,131.58233669903245,9.81
51.81223947522133,32.247263647321944,246.9813618433113,38.95428582574226,9.81
7.391128410703557,44.905356682518814,5.568652504301379,1.3875714520688316,9.81
14.982412527808824,47.51288328036622,22.79405484346047,6.221644509263462,9.81
18.02096791074178,13.398377271685646,14.924408181424914,0.8887622189240714,9.81
18.71631667077165,36.88420053612325,34.285159775959784,6.431811322827942,9.81
36.417795845852496,78.38701380413409,53.31501440572885,64.8579897296595,9.81
27.894433413675575,55.46657922917939,74.08187489991367,26.913804145589715,9.81
7.708976596017669,19.2005265949574,3.7629587404729063,0.3276099136971173,9.81
25.54877761527644,32.1084508487684,59.91415777362717,9.39909897945117,9.81
33.806412179470044,20.328240773015985,75.90292234173802,7.029970673320129,9.81
10.591954659704378,6.985850543885803,2.761195573603581,0.08458500922519066,9.81
50.84022045837079,79.19683668032214,97.02010235728125,127.1111689105128,9.81
