x1_theta,x2_theta_dot,detJ,trJ,sigma_min,sigma_max,cond2,spectral_radius_J,near_singular
-2.988344231463462,0.30000000000000027,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,0.40000000000000036,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,0.5,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,0.6000000000000001,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,0.7000000000000002,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,0.8000000000000003,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,0.9000000000000004,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.0,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.1,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.2000000000000002,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.3000000000000003,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.4000000000000004,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.5,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.6,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.7000000000000002,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.8000000000000003,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,1.9000000000000004,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.988344231463462,2.0,-0.9882804237803485,0.0,0.9882804237803485,1.0,1.0118585534405529,0.9941229419847167,False
-2.8350958093371306,-2.0,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.9,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.8,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.7,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.6,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.5,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.4,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.2999999999999998,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.2,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.1,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-1.0,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.8999999999999999,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.7999999999999998,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.7,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.5999999999999999,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.5,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.3999999999999999,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.2999999999999998,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.19999999999999996,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,-0.09999999999999987,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.0,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.10000000000000009,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.20000000000000018,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.30000000000000027,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.40000000000000036,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.5,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.6000000000000001,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.7000000000000002,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.8000000000000003,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,0.9000000000000004,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.0,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.1,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.2000000000000002,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.3000000000000003,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.4000000000000004,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.5,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.6,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.7000000000000002,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.8000000000000003,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,1.9000000000000004,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.8350958093371306,2.0,-0.9533963920549305,0.0,0.9533963920549305,1.0,1.0488816701357775,0.9764201923633752,False
-2.681847387210799,-2.0,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.9,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.8,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.7,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.6,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.5,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.4,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.2999999999999998,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.2,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.1,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-1.0,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.8999999999999999,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.7999999999999998,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.7,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.5999999999999999,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.5,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.3999999999999999,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.2999999999999998,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.19999999999999996,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,-0.09999999999999987,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.0,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.10000000000000009,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.20000000000000018,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.30000000000000027,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.40000000000000036,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.5,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.6000000000000001,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.7000000000000002,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.8000000000000003,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,0.9000000000000004,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.0,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.1,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.2000000000000002,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.3000000000000003,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.4000000000000004,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.5,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.6,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.7000000000000002,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.8000000000000003,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,1.9000000000000004,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.681847387210799,2.0,-0.8961655569610555,0.0,0.8961655569610555,0.9999999999999999,1.1158652463625722,0.9466602119879421,False
-2.5285989650844676,-2.0,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.9,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.8,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.7,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.6,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.5,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.4,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.2999999999999998,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.2,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.1,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-1.0,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.8999999999999999,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.7999999999999998,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.7,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.5999999999999999,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.5,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.3999999999999999,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.2999999999999998,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.19999999999999996,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,-0.09999999999999987,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.0,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.10000000000000009,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.20000000000000018,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.30000000000000027,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.40000000000000036,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.5,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.6000000000000001,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.7000000000000002,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.8000000000000003,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,0.9000000000000004,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.0,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.1,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.2000000000000002,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.3000000000000003,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.4000000000000004,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.5,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.6,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.7000000000000002,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.8000000000000003,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,1.9000000000000004,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.5285989650844676,2.0,-0.8179293607667176,0.0,0.8179293607667176,1.0,1.2225994663678676,0.9043944718797863,False
-2.3753505429581363,-2.0,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.9,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.8,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.7,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.6,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.5,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.4,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.2999999999999998,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.2,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.1,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-1.0,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.8999999999999999,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.7999999999999998,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.7,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.5999999999999999,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.5,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.3999999999999999,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.2999999999999998,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.19999999999999996,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,-0.09999999999999987,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,0.0,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
-2.3753505429581363,0.10000000000000009,-0.7205215936007869,0.0,0.7205215936007869,1.0,1.3878834567643246,0.8488354337566187,False
