x1_theta,x2_theta_dot,detJ,trJ,sigma_min,sigma_max,cond2,spectral_radius_J,near_singular
-1.7623568544528108,-0.7999999999999998,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,-0.7,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,-0.5999999999999999,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,-0.5,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,-0.3999999999999999,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,-0.2999999999999998,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,-0.19999999999999996,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,-0.09999999999999987,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.0,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.10000000000000009,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.20000000000000018,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.30000000000000027,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.40000000000000036,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.5,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.6000000000000001,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.7000000000000002,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.8000000000000003,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,0.9000000000000004,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.0,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.1,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.2000000000000002,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.3000000000000003,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.4000000000000004,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.5,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.6,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.7000000000000002,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.8000000000000003,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,1.9000000000000004,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.7623568544528108,2.0,-0.19039110916466828,0.0,0.19039110916466828,1.0,5.252346101598185,0.43633829669726254,False
-1.6091084323264793,-2.0,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.9,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.8,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.7,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.6,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.5,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.4,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.2999999999999998,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.2,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.1,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-1.0,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.8999999999999999,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.7999999999999998,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.7,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.5999999999999999,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.5,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.3999999999999999,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.2999999999999998,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.19999999999999996,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,-0.09999999999999987,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.0,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.10000000000000009,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.20000000000000018,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.30000000000000027,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.40000000000000036,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.5,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.6000000000000001,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.7000000000000002,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.8000000000000003,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,0.9000000000000004,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.0,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.1,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.2000000000000002,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.3000000000000003,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.4000000000000004,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.5,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.6,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.7000000000000002,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.8000000000000003,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,1.9000000000000004,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.6091084323264793,2.0,-0.038302733690035146,0.0,0.03830273369003515,1.0,26.10779711162392,0.19571084203496533,False
-1.4558600102001478,-2.0,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.9,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.8,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.7,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.6,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.5,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.4,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.2999999999999998,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.2,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.1,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-1.0,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.8999999999999999,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.7999999999999998,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.7,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.5999999999999999,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.5,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.3999999999999999,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.2999999999999998,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.19999999999999996,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,-0.09999999999999987,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.0,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.10000000000000009,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.20000000000000018,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.30000000000000027,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.40000000000000036,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.5,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.6000000000000001,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.7000000000000002,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.8000000000000003,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,0.9000000000000004,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.0,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.1,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.2000000000000002,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.3000000000000003,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.4000000000000004,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.5,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.6,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.7000000000000002,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.8000000000000003,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,1.9000000000000004,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.4558600102001478,2.0,0.11468342539840073,0.0,0.11468342539840075,1.0,8.719655839770068,0.3386494136985929,False
-1.3026115880738165,-2.0,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.9,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.8,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.7,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.6,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.5,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.4,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.2999999999999998,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.2,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.1,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-1.0,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.8999999999999999,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.7999999999999998,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.7,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.5999999999999999,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.5,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.3999999999999999,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.2999999999999998,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.19999999999999996,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,-0.09999999999999987,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.0,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.10000000000000009,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.20000000000000018,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.30000000000000027,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.40000000000000036,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.5,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.6000000000000001,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.7000000000000002,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.8000000000000003,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,0.9000000000000004,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.0,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.1,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.2000000000000002,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.3000000000000003,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.4000000000000004,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.5,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.6,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.7000000000000002,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.8000000000000003,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,1.9000000000000004,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.3026115880738165,2.0,0.2649815021966619,0.0,0.2649815021966619,1.0,3.7738483317142184,0.5147635400809404,False
-1.1493631659474852,-2.0,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.9,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.8,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.7,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.6,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.5,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.4,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.2999999999999998,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.2,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.1,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-1.0,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.8999999999999999,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.7999999999999998,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.7,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.5999999999999999,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.5,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.3999999999999999,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.2999999999999998,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.19999999999999996,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,-0.09999999999999987,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.0,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.10000000000000009,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.20000000000000018,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.30000000000000027,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.40000000000000036,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.5,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.6000000000000001,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.7000000000000002,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.8000000000000003,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,0.9000000000000004,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.0,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.1,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.2000000000000002,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.3000000000000003,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.4000000000000004,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.5,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.6,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.7000000000000002,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.8000000000000003,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,1.9000000000000004,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-1.1493631659474852,2.0,0.40906863717134,0.0,0.40906863717134,1.0,2.444577533283604,0.639584738069429,False
-0.9961147438211535,-2.0,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.9,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.8,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.7,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.6,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.5,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.4,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.2999999999999998,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.2,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.1,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-1.0,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.8999999999999999,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.7999999999999998,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.7,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.5999999999999999,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.5,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.3999999999999999,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.2999999999999998,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.19999999999999996,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,-0.09999999999999987,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.0,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.10000000000000009,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.20000000000000018,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.30000000000000027,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.40000000000000036,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.5,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.6000000000000001,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.7000000000000002,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.8000000000000003,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
-0.9961147438211535,0.9000000000000004,0.5435675500012215,0.0,0.5435675500012215,1.0,1.8396977523727325,0.7372703371228368,False
